"code";"label";"value";"value_order"
"1023550";Adeane;ADEANE;1
"1042369";Aere Lao;AERELAO;2
"1082305";Affe Djolof;AFFEDJOLOF;3
"1111327";Agnam Civol;AGNAMCIVOL;4
"1112342";Aoure;AOURE;5
"1031055";Baba Garage;BABAGARAGE;6
"1081277";Badegne Ouolof;BADEGNEOUOLOF;7
"1103260";Badion;BADION;8
"1101236";Bagadadji;BAGADADJI;9
"1143428";Baghere;BAGHERE;10
"1051430";Bakel;BAKEL;11
"1053453";Bala;BALA;12
"1021532";Balingore;BALINGORE;13
"1051439";Ballou;BALLOU;14
"1141399";Bambali;BAMBALI;15
"1054468";Bamba Ndiayene - Bamba Thialene;BAMBANDIAYENEBAMBATHIALENE;16
"1031054";Bambey;BAMBEY;17
"1013048";Bambilor;BAMBILOR;18
"1131209";Bandafassi;BANDAFASSI;19
"1053460";Bani Israel;BANIISRAEL;20
"1013043";Bargny;BARGNY;21
"1082290";Barkedji;BARKEDJI;22
"1092121";Bassoul;BASSOUL;23
"1051437";Bele;BELE;24
"1133223";Bembou;BEMBOU;25
"1141396";Bemet Bidjini;BEMETBIDJINI;26
"1103262";Bignarabe;BIGNARABE;27
"1021525";Bignona;BIGNONA;28
"1122144";Birkelane;BIRKELANE;29
"1011007";Biscuiterie;BISCUITERIE;30
"1042364";Bode lao;BODELAO;31
"1142405";Boghal;BOGHAL;32
"1042375";Boke Dialloube;BOKEDIALLOUBE;33
"1041356";Bokhol;BOKHOL;34
"1111330";Bokidiawe;BOKIDIAWE;35
"1112340";Bokiladji;BOKILADJI;36
"1142408";Bona;BONA;37
"1102246";Bonconto;BONCONTO;38
"1082301";Boulal;BOULAL;39
"1121136";Boulel Goumack;BOULELGOUMACK;40
"1142401";Bounkiling;BOUNKILING;41
"1103263";Bourouco Birane Cisse;BOUROUCOBIRANECISSE;42
"1053461";Boutoucoufara;BOUTOUCOUFARA;43
"1023551";Boutoupa Camara Counda;BOUTOUPACAMARACOUNDA;44
"1053457";Boynguel Bamba;BOYNGUELBAMBA;45
Cissis;C;C;46
"1011019";Camberene;CAMBERENE;47
"1072494";Cayar;CAYAR;48
"1073520";Cherif Lo;CHERIFLO;49
CiteEspoir;Cite Espoir;CITEESPOIR;50
"1083308";Coki;COKI;51
"1093129";Colobane;COLOBANE;52
"1021537";Coubalan;COUBALAN;53
"1101237";Coumbacara;COUMBACARA;54
"1062190";Dabaly;DABALY;55
"1111329";Dabia Obedji;DABIAOBEDJI;56
"1101228";Dabo;DABO;57
"1041349";Dagana;DAGANA;58
"1082288";Dahra;DAHRA;59
"1132216";Dakately;DAKATELY;60
"1012039";Daliford;DALIFORD;61
"1033087";Dalla Ngabou;DALLANGABOU;62
"1032067";Dankh Sene;DANKHSENE;63
"1063206";Dara Mboss;DARAMBOSS;64
"1073512";Darou Khoudoss;DAROUKHOUDOSS;65
"1081270";Darou Marnane;DAROUMARNANE;66
"1124161";Darou Minam II;DAROUMINAMII;67
"1081271";Darou Mousty;DAROUMOUSTY;68
"1033085";Darou Nahim;DAROUNAHIM;69
"1062191";Darou Salam;DAROUSALAM;70
"1033080";Darou Salam Typ;DAROUSALAMTYP;71
"1132218";Dar salam;DARSALAM;72
"1082302";Deali;DEALI;73
"1112336";Dembancane;DEMBANCANE;74
"1042365";Demette;DEMETTE;75
"1033079";Dendeye Gouye Gui;DENDEYEGOUYEGUI;76
"1142409";Diacounda;DIACOUNDA;77
"1092118";Diagane Barka;DIAGANEBARKA;78
"1091906";Diakhao;DIAKHAO;79
"1052448";Dialacoto;DIALACOTO;80
"1101239";Dialambere;DIALAMBERE;81
"1041357";Diama;DIAMA;82
"1121142";Diamagadio;DIAMAGADIO;83
Diamaguene;Diamaguène;DIAMAGUENE;84
"1012035";Diamaguene Sicap Mbao;DIAMAGUENESICAPMBAO;85
"1012034";Diamaguene Sicap Mbao;DIAMAGUENESICAPMBAO;86
"1122145";Diamal;DIAMAL;87
"1142413";Diambaty;DIAMBATY;88
"1013051";Diamniadio;DIAMNIADIO;89
"1141389";Dianah Malary;DIANAHMALARY;90
"1053462";Dianke Makha;DIANKEMAKHA;91
"1124165";Dianke Souf;DIANKESOUF;92
"1141392";Diannah Ba;DIANNAHBA;93
"1102244";Diaobe Kabendou;DIAOBEKABENDOU;94
"1091907";Diaoule;DIAOULE;95
"1142412";Diaroume;DIAROUME;96
"1091108";Diarrere;DIARRERE;97
"1071490";Diass;DIASS;98
"1143416";Diattacounda;DIATTACOUNDA;99
"1051431";Diawara;DIAWARA;100
"1015029";Diaxay Parcelle Niakoul Rap;DIAXAYPARCELLENIAKOULRAP;101
"1021533";Diegoune;DIEGOUNE;102
"1141390";Diende;DIENDE;103
"1072504";Diender Guedji;DIENDERGUEDJI;104
"1011008";Dieuppeul Derkle;DIEUPPEULDERKLE;105
"1131213";Dimboli;DIMBOLI;106
"1131211";Dindefello;DINDEFELLO;107
"1031056";Dinguiraye;DINGUIRAYE;108
"1103265";Dinguiraye;DINGUIRAYE;109
"1091905";Dioffior;DIOFFIOR;110
"1081278";Diokoul Diawrigne;DIOKOULDIAWRIGNE;111
"1121139";Diokoul Mbelbouck;DIOKOULMBELBOUCK;112
"1092122";Dionewar;DIONEWAR;113
"1092117";Diossong;DIOSSONG;114
"1143429";Diouboudou;DIOUBOUDOU;115
"1101231";Dioulacolon;DIOULACOLON;116
"1021527";Diouloulou;DIOULOULOU;117
"1032066";Diourbel;DIOURBEL;118
"1091109";Diouroup;DIOUROUP;119
"1022545";Djembering;DJEMBERING;120
"1141398";Djibabouya;DJIBABOUYA;121
"1143419";Djibanar;DJIBANAR;122
"1021528";Djibidione;DJIBIDIONE;123
"1012040";Djidah Thiaroye Kao;DJIDAHTHIAROYEKAO;124
"1091104";Djilasse;DJILASSE;125
"1092116";Djilor;DJILOR;126
"1021541";Djinaky;DJINAKY;127
"1142407";Djinani;DJINANI;128
"1141400";Djiredji;DJIREDJI;129
"1092123";Djirnda;DJIRNDA;130
"1042379";Dodel;DODEL;131
"1082294";Dodji;DODJI;132
"1053456";Dougue;DOUGUE;133
"1042373";Doumga Lao;DOUMGALAO;134
"1061178";Dya;DYA;135
"1023553";Enampore;ENAMPORE;136
"1132219";Ethiolo;ETHIOLO;137
"1103259";Fafacourou;FAFACOUROU;138
"1042377";Fanaye;FANAYE;139
"1072505";Fandene;FANDENE;140
"1011004";Fann Point E Amitie;FANNPOINTEAMITIE;141
"1142414";Faoune;FAOUNE;142
"1063197";Fass;FASS;143
"1043385";Fass Ngom;FASSNGOM;144
"1123153";Fass Thiekene;FASSTHIEKENE;145
"1091904";Fatick;FATICK;146
"1091101";Fimela;FIMELA;147
"1071484";Fissel;FISSEL;148
"1131214";Fongolembi;FONGOLEMBI;149
"1092111";Foundiougne;FOUNDIOUGNE;150
"1051440";Gabou;GABOU;151
"1032068";Gade Escale;GADEESCALE;152
"1041353";Gae;GAE;153
"1063203";Gagnick;GAGNICK;154
"1062186";Gainthe Kaye;GAINTHEKAYE;155
"1123157";Gainthe Pathe;GAINTHEPATHE;156
"1042366";Galoya Toucouleur;GALOYATOUCOULEUR;157
"1042380";Gamadji Sare;GAMADJISARE;158
"1083312";Gande;GANDE;159
"1061169";Gandiaye;GANDIAYE;160
"1043384";Gandon;GANDON;161
"1082291";Gassane;GASSANE;162
"1051433";Gathiary;GATHIARY;163
"1031058";Gawane;GAWANE;164
"1121137";Gniby;GNIBY;165
"1014020";Golf Sud;GOLFSUD;166
"1042362";Gollere;GOLLERE;167
"1011001";Goree;GOREE;168
"1093128";Gossas;GOSSAS;169
"1053451";Goudiry;GOUDIRY;170
"1143415";Goudomp;GOUDOMP;171
"1053454";Goumbayel;GOUMBAYEL;172
"1011006";Grand Dakar;GRANDDAKAR;173
"1011016";Grand Yoff;GRANDYOFF;174
"1042367";Guede Chantier;GUEDECHANTIER;175
"1042381";Guede Village;GUEDEVILLAGE;176
"1081269";Gueoul;GUEOUL;177
Guereo;Guéréo;GUEREO;178
"1083311";Guet Ardo;GUETARDO;179
"1011003";Gueule Tapee Fass Colobane;GUEULETAPEEFASSCOLOBANE;180
"1012041";Guinaw Rail Nord;GUINAWRAILNORD;181
"1013042";Guinaw Rail Sud;GUINAWRAILSUD;182
"1063196";Guinguineo;GUINGUINEO;183
"1101235";Guiro Yero Bocar;GUIROYEROBOCAR;184
"1101234";Guiro Yero Bocar;GUIROYEROBOCAR;185
"1112337";Hamady Ounare;HAMADYOUNARE;186
"1011009";Hann Bel Air;HANNBELAIR;187
"1011011";Hlm;HLM;188
"1113348";Houdalaye;HOUDALAYE;189
"1123154";Ida Mouride;IDAMOURIDE;190
"1142410";Inor;INOR;191
"1071476";Joal Fadiouth;JOALFADIOUTH;192
"1081279";Kab Gaye;KABGAYE;193
"1033081";Kael;KAEL;194
"1121134";Kaffrine;KAFFRINE;195
"1021542";Kafountine;KAFOUNTINE;196
"1054469";Kahene;KAHENE;197
"1121138";Kahi;KAHI;198
"1061168";Kahone;KAHONE;199
"1082297";Kamb;KAMB;200
"1102253";Kandia;KANDIA;201
"1102256";Kandiaye;KANDIAYE;202
"1142411";Kandion Mangana;KANDIONMANGANA;203
"1112333";Kanel;KANEL;204
"1081282";Kanene Ndiob;KANENENDIOB;205
"1061167";Kaolack;KAOLACK;206
"1143420";Kaour;KAOUR;207
"1092114";Karang Poste;KARANGPOSTE;208
"1143424";Karantaba;KARANTABA;209
"1021534";Kartiack;KARTIACK;210
"1021543";Kataba;IKATABAI;211
"1121140";Kathiote;KATHIOTE;212
"1062183";Kayemor;KAYEMOR;213
"1081268";Kebemer;KEBEMER;214
"1131208";Kedougou;KEDOUGOU;215
Kegnabour;Kégnabour;KEGNABOUR;216
"1083316";Kelle Gueye;KELLEGUEYE;217
"1103266";Kerewane;KEREWANE;218
"1061177";Keur Baka;KEURBAKA;219
"1062192";Keur Maba Diakhou;KEURMABADIAKHOU;220
"1062182";Keur Madiabel;KEURMADIABEL;221
"1062195";Keur Mandongo;KEURMANDONGO;222
"1015028";Keur Massar Nord;KEURMASSARNORD;223
"1015030";Keur Massar Sud;KEURMASSARSUD;224
"1122146";Keur Mboucki;KEURMBOUCKI;225
"1083313";Keur Momar Sarr;KEURMOMARSARR;226
"1072506";Keur Mousseu - Keur Moussa;KEURMOUSSEUKEURMOUSSA;227
"1032070";Keur Ngalgou;KEURNGALGOU;228
"1092124";Keur Saloum Diane;KEURSALOUMDIANE;229
"1092125";Keur Samba Gueye;KEURSAMBAGUEYE;230
"1031057";Keur Samba Kane;KEURSAMBAKANE;231
"1061172";Keur soce;KEURSOCE;232
KeurYerim;Keur Yerim;KEURYERIM;233
"1132217";Kevoye;KEVOYE;234
"1124163";Khelcom;KHELCOM;235
"1063202";Khelcom Birane;KHELCOMBIRANE;236
"1072492";Khombole;KHOMBOLE;237
Khonkhoma;Khonkhoma;KHONKHOMA;238
"1133224";Khossanto;KHOSSANTO;239
"1051432";Kidira;KIDIRA;240
Kiniabour1;Kiniabour 1;KINIABOUR1;241
"1053455";Koar;KOAR;242
"1101227";Kolda;KOLDA;243
"1143425";Kolibantang;KOLIBANTANG;244
"1053463";Komoti;KOMOTI;245
"1053452";Kothiary;KOTHIARY;246
"1073513";Koul;KOUL;247
"1103264";Koulinto;KOULINTO;248
"1053464";Koulor;KOULOR;249
"1054466";Koumpentoum;KOUMPENTOUM;250
"1123151";Koungheul;KOUNGHEUL;251
"1102245";Kounkane;KOUNKANE;252
"1053458";Koussan;KOUSSAN;253
"1052443";Koussanar;KOUSSANAR;254
"1141393";Koussy;KOUSSY;255
"1054473";Kouthiaba Wolof;KOUTHIABAWOLOF;256
"1054472";Kouthia Gaydi;KOUTHIAGAYDI;257
"1082295";Labgar;LABGAR;258
"1031059";Lambaye;LAMBAYE;259
"1061175";Latmingue;LATMINGUE;260
"1083320";Leona;LEONA;261
"1082287";Linguere;LINGUERE;262
"1102247";Linkering;LINKERING;263
"1081283";Loro;LORO;264
"1083306";Louga;LOUGA;265
"1113346";Louguere Thioly;LOUGUERETHIOLY;266
"1091102";Loul Sessene;LOULSESSENE;267
"1123155";Lour Escale;LOURESCALE;268
"1122147";Mabo;MABO;269
"1033082";Madina;MADINA;270
"1051434";Madina Foulbe;MADINAFOULBE;271
"1142402";Madina Wandifa;MADINAWANDIFA;272
"1052445";Makacoulibantang;MAKACOULIBANTANG;273
"1123158";Maka Yop;MAKAYOP;274
"1124160";Malem Hoddar;MALEMHODDAR;275
"1054467";Malem Niani;MALEMNIANI;276
"1071489";Malicounda;MALICOUNDA;277
"1015027";Malika;MALIKA;278
"1101238";Mampatim;MAMPATIM;279
"1021535";Mangagoulack;MANGAGOULACK;280
"1143421";Mangaroungou Santo;MANGAROUNGOUSANTO;281
"1141388";Marsassoum;MARSASSOUM;282
"1111323";Matam;MATAM;283
"1033078";Mbacke;MBACKE;284
"1081276";Mbacke Kadior;MBACKEKADIOR;285
"1063199";Mbadakhoune;MBADAKHOUNE;286
"1081272";Mbadiane;MBADIANE;287
"1092119";Mbam;MBAM;288
"1041355";Mbane;MBANE;289
"1012032";Mbao;MBAO;290
"1093130";Mbar;MBAR;291
"1073516";Mbayene;MBAYENE;292
"1083317";Mbediene;MBEDIENE;293
"1091908";Mbelacadiao;MBELACADIAO;294
"1082289";Mbeuleukhe;MBEULEUKHE;295
"1121143";Mbeuleup;MBEULEUP;296
"1042376";Mbolo Birane;MBOLOBIRANE;297
"1073509";Mboro;MBORO;298
"1063198";Mboss;MBOSS;299
"1082298";Mboula;MBOULA;300
"1042368";Mboumba;MBOUMBA;301
"1071477";Mbour;MBOUR;302
"1073507";Meckhe;MECKHE;303
"1011005";Medina;MEDINA;304
"1133222";Medina Baffe;MEDINABAFFE;305
"1101240";Medina Cherif;MEDINACHERIF;306
"1101232";Medina El Hadji;MEDINAELHADJI;307
"1102248";Medina Gounass;MEDINAGOUNASS;308
"1014023";Medina Gounass;MEDINAGOUNASS;309
"1042372";Medina Ndiathbe;MEDINANDIATHBE;310
"1062184";Medina Sabakh;MEDINASABAKH;311
"1121141";Medinatoul Salam II;MEDINATOULSALAMII;312
"1103257";Medina Yoro Foulah;MEDINAYOROFOULAH;313
"1073510";Meouane;MEOUANE;314
"1054470";Mereto;MERETO;315
"1073514";Merina Dakhar;MERINADAKHAR;316
"1011012";Mermoz Sacre-Cœur;MERMOZSACRECŒUR;317
"1042374";Mery;MERY;318
"1052449";Missirah;MISSIRAH;319
"1033088";Missirah;MISSIRAH;320
"1133225";Missirah Sirimana;MISSIRAHSIRIMANA;321
"1123159";Missirah Wadene;MISSIRAHWADENE;322
"1022547";Mlomp;MLOMP;323
"1021536";Mlomp;MLOMP;324
"1073521";Mont Rolland;MONTROLLAND;325
"1051441";Moudery;MOUDERY;326
"1043383";Mpal;MPAL;327
"1111331";Nabadji Civol;NABADJICIVOL;328
"1054471";Ndame;NDAME;329
"1081280";Ndande;NDANDE;330
"1031062";Ndangalma;NDANGALMA;331
"1112343";Ndendory;NDENDORY;332
"1061173";Ndiaffate;NDIAFFATE;333
"1071485";Ndiaganiao;NDIAGANIAO;334
"1083307";Ndiagne;NDIAGNE;335
"1063200";Ndiago;NDIAGO;336
"1142403";Ndiamacouta;NDIAMACOUTA;337
"1142404";Ndiamalathiel;NDIAMALATHIEL;338
"1014022";Ndiareme Limamoulaye;NDIAREMELIMAMOULAYE;339
Ndiarmeo;Ndiarméo;NDIARMEO;340
"1042378";Ndiayene Pendao;NDIAYENEPENDAO;341
"1061179";Ndiebel;NDIEBEL;342
"1043386";Ndiebene Gandiole;NDIEBENEGANDIOLE;343
"1061174";Ndiedieng;NDIEDIENG;344
"1093131";Ndiene Lagane;NDIENELAGANE;345
